src_ip,dst_ip,protocol,src_port,dst_port,packet_count,byte_count,duration,label
192.168.135.135,171.76.210.66,TCP,56209,30208,21,2856,2.02,HTTP-Flood
192.168.128.44,184.245.163.125,TCP,54140,45633,4,256,0.79,Spam
192.168.106.13,214.119.116.79,TCP,34116,30815,11,869,4.13,DDoS
10.56.250.195,96.131.138.89,TCP,41548,15242,3,444,1.06,DDoS
192.168.109.144,193.198.41.252,ICMP,0,0,40,5720,2.66,RDP-Bruteforce
10.109.8.175,151.72.244.86,TCP,8284,34674,50,3200,0.57,Spam
192.168.12.7,47.13.84.204,TCP,12915,47982,30,2670,3.72,HTTP-Flood
172.18.74.228,163.192.76.235,TCP,2623,33450,33,4323,0.63,RDP-Bruteforce
192.168.98.184,184.178.249.27,UDP,58497,27659,43,6364,4.76,RDP-Bruteforce
172.23.119.130,95.165.91.30,UDP,2409,24631,35,3990,0.93,PortScan
10.63.111.66,15.4.173.99,UDP,55584,13278,2,166,4.25,PortScan
172.28.1.120,203.68.72.112,ICMP,0,0,11,1441,0.9,Benign
192.168.120.33,162.178.14.130,ICMP,0,0,37,3848,0.59,SSH-Bruteforce
192.168.0.23,107.100.55.59,ICMP,0,0,16,1808,3.24,Benign
172.24.18.188,129.199.218.233,UDP,46255,29828,25,2450,4.96,DDoS
192.168.82.234,119.42.9.221,UDP,60749,52733,26,2600,1.08,Benign
10.65.25.146,64.68.124.82,TCP,1265,60077,11,836,3.32,HTTP-Flood
192.168.224.6,189.201.149.233,ICMP,0,0,33,2442,0.33,SSH-Bruteforce
172.31.146.154,99.107.112.234,TCP,56479,47331,19,1444,3.27,SSH-Bruteforce
172.20.83.8,216.173.152.146,TCP,60341,57958,29,4205,2.96,RDP-Bruteforce
192.168.61.210,81.10.130.54,TCP,33677,2129,42,4074,2.48,HTTP-Flood
172.31.224.8,117.169.8.41,TCP,53302,3283,43,4085,0.11,RDP-Bruteforce
10.50.108.102,203.60.14.83,TCP,49369,37490,46,3726,0.99,Spam
192.168.36.207,24.105.125.71,ICMP,0,0,31,4309,0.52,DDoS
172.28.33.240,144.75.17.9,UDP,50050,51555,19,1349,0.51,PortScan
10.210.187.219,168.242.4.218,ICMP,0,0,48,5424,3.51,RDP-Bruteforce
192.168.107.51,33.205.205.108,ICMP,0,0,43,5719,1.62,PortScan
192.168.85.156,194.110.99.159,TCP,50301,31863,4,572,3.63,PortScan
10.50.189.60,219.167.111.23,TCP,53978,63942,34,4216,4.15,RDP-Bruteforce
172.23.167.19,193.153.220.208,ICMP,0,0,15,1560,0.29,Spam
192.168.41.180,78.117.137.108,ICMP,0,0,49,5782,0.91,Spam
192.168.181.220,132.33.90.72,UDP,23203,42331,25,2000,4.83,Benign
172.25.11.194,43.30.150.6,ICMP,0,0,13,1599,4.03,RDP-Bruteforce
172.30.204.15,196.148.105.16,TCP,57719,50162,25,3025,4.6,HTTP-Flood
192.168.211.252,47.235.114.211,TCP,17902,33610,8,912,0.28,PortScan
172.26.242.40,115.108.77.250,UDP,56592,64428,38,2432,2.1,Benign
192.168.238.198,83.59.79.197,ICMP,0,0,37,4551,4.98,PortScan
10.121.58.199,129.70.114.0,UDP,53357,28002,34,2210,4.6,RDP-Bruteforce
192.168.152.12,119.181.217.26,TCP,15589,50243,30,4110,4.82,SSH-Bruteforce
172.30.87.69,208.143.111.85,TCP,15261,41199,5,440,0.33,Benign
10.245.84.132,33.225.151.215,ICMP,0,0,41,2829,4.26,HTTP-Flood
10.102.59.24,80.158.250.101,UDP,24955,12326,11,990,0.17,HTTP-Flood
192.168.130.6,168.122.231.250,TCP,63996,22321,18,2394,2.49,PortScan
192.168.180.20,152.19.58.86,TCP,11475,28199,31,3224,1.23,HTTP-Flood
192.168.218.73,105.25.100.54,UDP,43845,1732,6,786,1.82,HTTP-Flood
172.27.133.24,69.170.146.75,TCP,21141,4579,15,1875,1.46,HTTP-Flood
172.17.114.234,204.162.109.12,UDP,55385,47570,23,2783,1.29,DDoS
192.168.130.207,20.249.195.92,TCP,48062,45241,46,4370,4.07,HTTP-Flood
192.168.252.248,34.122.84.177,UDP,3068,57680,42,5040,1.17,DDoS
172.16.129.1,168.11.250.112,ICMP,0,0,40,5200,0.14,Spam
172.30.216.116,210.171.41.187,ICMP,0,0,50,4900,4.63,DDoS
10.44.97.29,221.215.248.154,ICMP,0,0,11,814,1.3,HTTP-Flood
10.230.222.6,197.77.250.234,UDP,49854,16337,5,530,1.2,HTTP-Flood
192.168.55.98,1.148.124.101,UDP,8170,9295,38,3914,1.71,DDoS
192.168.18.250,106.91.56.235,UDP,9528,21841,16,2384,1.66,HTTP-Flood
172.18.197.109,62.189.154.156,UDP,53472,11995,30,3870,3.95,PortScan
192.168.230.35,198.121.197.165,UDP,53329,5654,17,1241,0.18,Spam
192.168.128.251,177.58.35.188,ICMP,0,0,25,2275,3.9,Spam
172.22.171.250,40.19.229.92,TCP,62001,9763,19,1178,4.12,RDP-Bruteforce
10.7.12.196,204.248.142.246,ICMP,0,0,11,1606,0.38,RDP-Bruteforce
172.27.157.113,204.12.123.236,TCP,9724,17838,18,2646,0.75,DDoS
192.168.52.188,151.182.121.205,UDP,24669,47819,18,2340,2.25,SSH-Bruteforce
192.168.40.172,204.22.186.211,ICMP,0,0,26,2314,4.07,DDoS
10.125.12.181,103.14.94.242,ICMP,0,0,21,1386,4.97,Spam
10.164.128.205,29.175.238.194,UDP,41235,32678,9,1179,1.18,PortScan
10.212.250.182,167.66.202.87,TCP,29843,36559,10,930,1.2,Benign
172.26.169.198,221.178.113.115,UDP,64282,16366,24,2856,1.73,SSH-Bruteforce
10.177.121.34,141.0.15.53,TCP,44477,46635,50,4300,4.32,Spam
172.31.202.129,94.190.106.5,ICMP,0,0,40,3960,0.63,HTTP-Flood
172.25.227.153,129.26.148.52,UDP,40285,58807,20,2060,1.56,PortScan
172.30.127.155,32.227.96.160,UDP,23712,17623,5,560,0.87,SSH-Bruteforce
172.29.143.206,209.124.109.92,ICMP,0,0,44,3916,1.45,RDP-Bruteforce
192.168.167.134,55.136.65.188,UDP,15546,24315,3,219,3.35,Benign
10.151.137.103,117.221.204.132,TCP,43229,28750,26,2522,4.9,DDoS
10.211.98.147,157.113.120.188,TCP,20855,20492,3,372,0.04,DDoS
172.21.218.44,219.161.110.71,UDP,32438,29296,30,3480,0.04,RDP-Bruteforce
10.1.145.185,141.51.165.214,TCP,61815,8148,41,2665,2.24,SSH-Bruteforce
172.27.116.56,46.28.160.191,TCP,22489,2162,2,286,0.04,Spam
192.168.245.101,206.7.235.194,ICMP,0,0,11,1166,3.74,HTTP-Flood
172.17.193.247,211.0.191.250,TCP,21005,5370,10,1200,4.56,RDP-Bruteforce
172.18.203.208,212.76.106.117,UDP,54194,50719,1,149,0.06,Spam
192.168.155.48,167.43.115.26,UDP,56749,54837,8,1048,3.31,Spam
192.168.102.82,109.126.56.42,UDP,44805,58741,10,1370,1.19,SSH-Bruteforce
172.19.240.130,103.79.100.65,TCP,18082,5806,24,3024,1.5,SSH-Bruteforce
172.20.93.185,142.122.18.60,ICMP,0,0,8,800,0.62,SSH-Bruteforce
192.168.35.206,144.206.199.247,TCP,43519,51660,34,5100,4.71,HTTP-Flood
192.168.10.144,128.46.252.7,UDP,63375,18988,38,2584,0.17,PortScan
10.31.143.206,162.27.121.178,TCP,16254,50967,29,3103,3.46,HTTP-Flood
192.168.125.186,151.71.217.69,ICMP,0,0,39,4602,1.56,HTTP-Flood
172.17.254.127,193.3.220.54,TCP,6795,39548,8,1064,4.14,DDoS
172.26.176.175,46.104.171.227,UDP,47193,3346,29,2523,4.51,PortScan
10.4.82.139,177.96.67.42,ICMP,0,0,34,5032,3.57,Benign
192.168.195.69,113.205.247.250,ICMP,0,0,27,2160,2.11,SSH-Bruteforce
192.168.152.139,162.72.186.88,TCP,61781,2976,15,1050,2.5,HTTP-Flood
10.60.121.173,213.176.178.146,UDP,12523,48473,48,6768,4.59,SSH-Bruteforce
10.218.159.253,55.96.155.226,ICMP,0,0,33,2409,4.3,PortScan
172.29.243.105,94.212.158.31,UDP,2713,1322,37,2479,4.1,RDP-Bruteforce
10.21.90.78,163.103.88.229,ICMP,0,0,47,5875,1.24,PortScan
172.17.15.39,106.166.81.211,ICMP,0,0,1,76,3.49,Spam
10.153.169.251,214.69.60.107,TCP,60935,12430,49,5880,2.53,RDP-Bruteforce
10.33.188.193,133.183.95.5,UDP,63153,51860,11,847,1.14,PortScan
10.89.193.112,128.103.128.25,ICMP,0,0,21,2352,4.27,SSH-Bruteforce
172.20.219.6,216.218.21.234,TCP,38521,6670,18,2520,1.21,RDP-Bruteforce
192.168.24.151,42.114.147.243,TCP,40761,5644,13,1781,3.39,RDP-Bruteforce
172.23.18.47,119.27.60.233,ICMP,0,0,19,1425,4.03,HTTP-Flood
10.250.171.65,176.83.36.2,ICMP,0,0,44,6336,1.2,PortScan
192.168.165.231,190.53.211.228,ICMP,0,0,4,552,2.16,Benign
10.222.80.180,189.161.178.104,TCP,65504,42584,29,1740,0.06,DDoS
172.19.25.220,207.151.6.246,ICMP,0,0,43,2967,0.47,RDP-Bruteforce
10.242.43.141,52.26.240.228,ICMP,0,0,30,3030,4.82,DDoS
10.236.244.168,129.108.150.54,ICMP,0,0,11,1639,0.67,Benign
10.126.201.199,52.238.81.15,UDP,34409,39629,12,1188,3.51,Benign
172.23.143.53,107.106.96.132,ICMP,0,0,15,2115,1.23,HTTP-Flood
10.241.60.27,100.153.35.175,ICMP,0,0,2,286,1.74,DDoS
192.168.94.136,39.167.17.79,ICMP,0,0,28,2940,3.03,SSH-Bruteforce
192.168.201.122,221.199.123.229,ICMP,0,0,41,3567,4.9,DDoS
10.67.182.28,222.36.17.39,TCP,7818,33540,42,3864,2.35,SSH-Bruteforce
10.74.233.189,26.117.245.187,ICMP,0,0,14,854,3.37,DDoS
172.19.208.69,204.52.229.24,UDP,4808,12509,19,1672,0.83,PortScan
172.24.228.223,110.129.154.197,TCP,1635,57506,28,3472,0.98,PortScan
172.16.196.226,27.146.234.78,TCP,16968,5919,28,3752,3.92,Spam
10.5.122.43,157.88.194.192,UDP,10458,39518,12,876,4.05,DDoS
192.168.47.21,215.179.104.74,TCP,30593,53733,18,2016,1.76,DDoS
10.141.209.159,201.102.220.97,UDP,59034,49483,19,1767,2.17,DDoS
10.196.55.33,216.233.11.203,ICMP,0,0,21,3003,3.43,SSH-Bruteforce
192.168.160.148,106.154.207.193,ICMP,0,0,45,4185,2.3,Benign
172.22.82.36,203.109.252.175,UDP,6246,1957,22,2706,3.77,SSH-Bruteforce
172.20.205.203,35.98.122.92,ICMP,0,0,21,2982,4.0,SSH-Bruteforce
10.125.184.253,218.53.200.36,ICMP,0,0,34,4046,0.08,HTTP-Flood
10.223.218.177,53.189.253.175,ICMP,0,0,42,5796,2.83,HTTP-Flood
192.168.107.101,121.3.172.133,ICMP,0,0,39,3354,3.55,PortScan
172.28.77.55,187.89.18.180,UDP,47514,48414,42,2940,0.02,RDP-Bruteforce
10.70.56.63,152.89.92.177,ICMP,0,0,39,2808,2.42,PortScan
192.168.152.129,172.133.194.203,UDP,63159,31757,11,1441,0.63,SSH-Bruteforce
172.28.107.114,185.205.14.123,TCP,15358,42173,31,2387,2.69,HTTP-Flood
192.168.77.24,145.35.40.104,UDP,14505,24360,42,2562,4.62,RDP-Bruteforce
192.168.144.229,221.113.36.46,UDP,38294,19123,36,2520,1.16,PortScan
10.57.115.113,205.32.17.205,ICMP,0,0,30,2940,0.16,RDP-Bruteforce
172.27.182.151,88.25.155.200,ICMP,0,0,45,6525,2.19,HTTP-Flood
172.20.200.234,3.159.72.147,TCP,23912,1426,33,3135,2.99,Spam
192.168.201.146,181.8.24.46,ICMP,0,0,16,1104,4.26,DDoS
172.30.52.53,191.97.22.10,TCP,6689,43079,7,721,0.28,Benign
10.155.55.232,211.199.198.9,UDP,17089,56776,45,3780,0.14,RDP-Bruteforce
192.168.207.7,178.176.105.131,ICMP,0,0,26,2366,3.94,SSH-Bruteforce
10.36.142.247,34.116.128.75,TCP,2712,33989,28,3080,2.56,SSH-Bruteforce
172.20.238.34,8.207.13.110,TCP,33254,46420,25,2175,0.56,PortScan
192.168.172.165,211.223.76.42,ICMP,0,0,13,988,4.53,PortScan
10.169.23.49,209.211.217.103,TCP,10171,26435,13,1040,0.02,Benign
172.24.240.169,200.192.164.185,UDP,46215,22439,2,186,2.67,HTTP-Flood
172.26.239.151,195.190.158.232,UDP,4739,8996,45,3375,3.94,SSH-Bruteforce
10.245.153.33,207.75.173.245,ICMP,0,0,5,385,3.93,RDP-Bruteforce
10.43.67.213,114.206.63.197,TCP,27729,28864,28,3836,0.37,RDP-Bruteforce
172.16.253.99,166.149.64.114,UDP,12162,47777,22,2376,3.31,HTTP-Flood
192.168.160.112,161.39.108.22,ICMP,0,0,45,3600,4.23,HTTP-Flood
172.17.41.104,165.228.11.247,TCP,3653,25078,25,3525,3.53,HTTP-Flood
192.168.216.98,157.68.251.144,UDP,20002,27726,22,1364,1.1,PortScan
172.20.253.185,45.98.43.50,ICMP,0,0,37,2960,0.92,DDoS
172.28.91.20,187.23.25.233,ICMP,0,0,41,4920,4.71,PortScan
192.168.60.150,199.108.112.33,ICMP,0,0,28,1848,1.39,SSH-Bruteforce
192.168.251.177,200.40.8.49,TCP,25578,52536,8,824,1.35,Benign
192.168.16.102,145.110.109.50,TCP,24335,65057,43,2924,2.31,SSH-Bruteforce
10.194.200.148,133.26.205.194,TCP,7529,48399,42,4746,3.53,Spam
192.168.124.15,122.28.35.89,ICMP,0,0,38,3572,1.15,Benign
192.168.137.145,207.134.228.58,ICMP,0,0,33,4521,0.52,PortScan
172.26.7.234,184.15.60.126,UDP,24565,3873,28,4088,4.92,HTTP-Flood
10.155.249.19,212.48.245.114,TCP,42543,4232,40,3240,0.01,Spam
10.55.88.82,194.142.90.147,UDP,29711,18995,24,1536,2.49,SSH-Bruteforce
10.123.70.41,220.6.244.178,TCP,59874,49088,31,3162,4.01,Spam
172.30.183.52,79.56.129.255,UDP,21032,9202,11,1639,2.86,SSH-Bruteforce
172.27.35.176,209.74.9.141,TCP,45649,59787,6,540,3.58,PortScan
172.18.204.83,122.60.199.39,ICMP,0,0,24,2760,4.77,RDP-Bruteforce
10.189.174.244,111.224.20.24,TCP,57516,1564,29,4263,4.66,PortScan
10.167.185.68,85.14.127.178,TCP,5338,22195,42,3528,4.75,PortScan
10.214.193.169,207.37.78.143,ICMP,0,0,30,2700,1.24,PortScan
192.168.27.222,140.63.61.213,UDP,47315,14224,9,675,4.69,Benign
10.232.74.189,171.34.77.84,ICMP,0,0,32,3648,2.67,RDP-Bruteforce
10.134.77.202,1.71.185.248,TCP,29748,51320,5,310,4.75,DDoS
192.168.183.143,5.133.124.235,ICMP,0,0,21,1680,0.07,Spam
192.168.155.194,178.106.157.79,TCP,55137,52926,34,5100,1.68,RDP-Bruteforce
172.16.226.8,175.149.97.207,TCP,2353,13018,25,1750,2.06,RDP-Bruteforce
192.168.193.71,203.206.42.44,UDP,43135,49949,21,1302,2.51,HTTP-Flood
10.27.243.14,161.154.234.25,ICMP,0,0,37,5254,4.12,HTTP-Flood
10.203.46.137,57.199.32.147,TCP,12665,57346,48,3072,2.42,PortScan
172.29.215.6,119.172.71.162,UDP,24197,9858,50,3800,0.55,PortScan
10.240.86.126,200.243.105.141,ICMP,0,0,30,3330,4.28,DDoS
192.168.196.40,162.33.182.140,TCP,17868,13089,40,4160,1.43,HTTP-Flood
10.196.245.163,205.17.111.216,TCP,64340,65484,15,1080,4.45,Spam
172.29.252.138,20.189.183.137,UDP,9230,14114,47,4841,2.31,Spam
10.50.255.112,6.179.255.8,TCP,62383,2911,3,390,0.61,Benign
10.18.209.61,178.135.179.193,ICMP,0,0,47,6392,1.52,Spam
172.17.40.92,197.247.196.88,TCP,40976,26200,43,3053,1.47,RDP-Bruteforce
192.168.39.17,131.84.173.240,TCP,38324,2544,5,545,3.31,DDoS
10.189.124.184,180.250.113.246,TCP,50960,22805,14,1428,2.01,HTTP-Flood
172.26.56.106,70.172.165.165,ICMP,0,0,23,3197,3.29,PortScan
172.25.220.61,183.83.178.189,UDP,33074,31409,7,910,3.46,SSH-Bruteforce
10.81.65.238,103.84.142.173,UDP,51328,47120,19,1900,4.84,HTTP-Flood
10.247.73.9,151.26.28.153,TCP,42364,37616,9,819,1.56,DDoS
10.187.54.236,49.39.249.206,UDP,47099,9254,30,4320,4.24,RDP-Bruteforce
10.13.173.187,23.217.106.64,TCP,33763,34447,25,3075,0.51,Benign
192.168.54.146,221.90.158.221,ICMP,0,0,18,1944,1.25,HTTP-Flood
192.168.172.52,215.149.100.241,UDP,50011,11414,40,2680,0.4,PortScan
192.168.164.174,219.23.5.110,UDP,1100,3596,22,1320,4.91,DDoS
192.168.112.218,90.144.66.207,UDP,48072,59173,28,2044,2.86,HTTP-Flood
10.45.199.248,219.31.80.240,UDP,63306,7962,21,2814,4.18,DDoS
172.20.218.148,138.229.13.110,UDP,29238,41971,13,1144,1.24,DDoS
10.217.147.37,206.211.114.212,UDP,12664,16187,47,6439,0.35,HTTP-Flood
192.168.64.123,124.61.118.234,ICMP,0,0,48,3600,1.68,RDP-Bruteforce
10.155.109.173,221.234.101.104,ICMP,0,0,47,2961,0.32,HTTP-Flood
172.22.103.59,134.64.183.29,ICMP,0,0,44,3564,4.49,PortScan
172.25.249.243,149.99.254.122,ICMP,0,0,20,1260,0.21,SSH-Bruteforce
172.28.20.77,152.32.249.148,TCP,52064,10396,21,2667,2.76,HTTP-Flood
172.24.108.9,222.23.81.151,UDP,39700,30995,2,146,0.11,DDoS
172.29.145.211,192.140.23.217,TCP,57942,10741,31,2697,1.37,HTTP-Flood
192.168.159.139,153.156.95.182,UDP,21938,40183,43,3741,0.35,PortScan
172.21.101.121,161.87.168.142,UDP,33728,47472,24,1704,4.77,PortScan
10.184.74.11,146.116.120.129,ICMP,0,0,41,5576,0.54,Spam
172.31.76.250,219.160.136.117,TCP,50586,61014,17,1853,4.7,Benign
10.184.84.184,159.106.202.227,UDP,41563,2863,18,2196,0.42,DDoS
10.143.193.155,87.89.117.232,ICMP,0,0,45,4365,2.76,HTTP-Flood
172.25.209.107,98.44.238.80,UDP,29209,49729,43,5719,3.68,SSH-Bruteforce
192.168.211.112,215.130.226.171,TCP,26636,7907,21,1911,0.87,HTTP-Flood
10.199.219.4,132.24.150.225,TCP,54703,64055,5,640,4.97,PortScan
192.168.249.12,204.83.147.254,ICMP,0,0,36,3996,2.72,Benign
172.28.68.147,87.25.237.59,TCP,61514,15034,44,4312,3.73,Spam
192.168.10.250,125.162.200.202,ICMP,0,0,44,6380,4.61,HTTP-Flood
192.168.154.137,113.13.177.115,TCP,43665,63262,34,2414,1.35,Spam
192.168.146.221,154.244.213.237,TCP,24184,18133,46,5658,0.64,Spam
192.168.45.100,171.248.64.158,TCP,20484,15832,13,1053,2.77,Benign
172.26.254.83,121.189.119.216,TCP,58065,1792,3,357,0.33,PortScan
10.242.47.167,111.188.68.203,TCP,49210,60452,3,345,1.54,Benign
10.105.190.84,101.110.189.39,UDP,24248,32532,48,6096,4.16,Spam
10.52.104.94,204.217.127.46,UDP,57003,59814,38,2850,4.74,PortScan
172.18.23.65,199.14.51.108,TCP,48283,5039,28,4004,0.96,SSH-Bruteforce
192.168.77.192,205.186.206.20,UDP,56212,17695,49,3430,0.07,Benign
10.191.198.64,193.232.85.187,ICMP,0,0,36,4896,1.67,Benign
192.168.152.57,143.162.74.125,UDP,22711,29984,6,420,2.39,DDoS
172.30.7.208,195.229.44.51,UDP,22784,32109,29,2958,4.83,HTTP-Flood
192.168.111.97,172.163.254.122,ICMP,0,0,29,4002,0.66,PortScan
172.22.46.163,92.70.198.213,ICMP,0,0,10,820,2.42,RDP-Bruteforce
10.11.195.169,190.231.154.65,TCP,58624,17066,15,1755,0.88,HTTP-Flood
10.200.114.203,168.247.42.189,UDP,56307,19282,33,4422,4.43,SSH-Bruteforce
192.168.252.211,167.116.26.144,TCP,50921,24612,15,2025,1.34,HTTP-Flood
10.181.16.124,29.62.179.226,UDP,8415,54325,22,2574,0.77,DDoS
192.168.128.68,200.201.102.173,UDP,7711,33799,3,348,2.92,PortScan
192.168.107.32,208.209.179.137,UDP,11544,36563,25,2850,1.37,HTTP-Flood
172.31.52.110,87.195.132.125,ICMP,0,0,31,2201,3.71,RDP-Bruteforce
192.168.70.38,81.44.157.78,ICMP,0,0,46,3864,2.3,SSH-Bruteforce
192.168.131.48,37.114.57.247,UDP,40542,63707,42,3570,2.55,PortScan
10.104.51.114,162.198.87.166,UDP,54982,9350,42,4704,0.33,Benign
192.168.152.145,71.126.43.21,ICMP,0,0,26,2912,4.81,DDoS
172.24.217.202,128.53.178.178,ICMP,0,0,14,1400,4.84,Benign
10.220.205.247,177.31.215.91,TCP,15096,1448,35,4270,4.4,DDoS
172.18.104.2,198.217.14.53,TCP,39838,22415,18,2376,3.72,Benign
172.16.105.148,29.174.144.156,ICMP,0,0,50,4750,3.83,PortScan
10.233.46.152,217.204.29.101,TCP,13341,12837,2,212,0.49,Benign
172.25.91.73,98.138.25.81,ICMP,0,0,43,2623,1.4,RDP-Bruteforce
192.168.54.28,72.184.99.168,ICMP,0,0,4,520,3.3,HTTP-Flood
172.19.134.209,136.222.234.33,ICMP,0,0,21,2835,2.07,DDoS
172.29.181.217,103.208.164.51,TCP,3670,37424,49,5978,1.24,SSH-Bruteforce
10.52.151.246,123.210.254.23,ICMP,0,0,29,4292,2.41,RDP-Bruteforce
172.18.72.155,129.202.127.112,ICMP,0,0,23,2024,4.21,HTTP-Flood
192.168.247.47,166.2.198.173,ICMP,0,0,32,4192,4.91,Benign
172.24.18.96,134.82.103.210,TCP,7326,18353,41,3362,2.99,HTTP-Flood
10.48.193.238,118.238.17.213,UDP,16510,56824,20,2420,0.28,HTTP-Flood
192.168.216.241,193.117.133.206,ICMP,0,0,38,4180,4.59,HTTP-Flood
10.135.105.78,182.136.233.60,TCP,56668,21004,25,2425,2.78,PortScan
172.18.28.95,112.46.41.36,UDP,18243,40591,43,3698,0.35,DDoS
172.29.168.42,180.176.73.162,UDP,13093,60177,14,1064,3.06,PortScan
10.66.24.117,74.8.0.145,ICMP,0,0,12,756,4.88,PortScan
10.249.86.140,204.203.121.55,UDP,18644,11451,22,2200,0.2,DDoS
172.22.253.182,94.190.81.233,TCP,28284,46313,13,1196,4.53,DDoS
192.168.241.63,103.218.106.242,TCP,45601,14303,18,2628,0.42,DDoS
172.30.203.116,194.68.1.255,TCP,4269,42526,5,680,0.27,SSH-Bruteforce
172.29.151.214,130.224.249.113,UDP,19053,60477,17,2312,1.28,Benign
10.137.19.109,200.61.101.21,ICMP,0,0,50,6400,3.45,Spam
172.21.217.162,96.26.183.87,UDP,63250,56481,3,270,3.77,Benign
10.229.155.80,128.57.154.204,ICMP,0,0,37,4588,3.99,HTTP-Flood
10.241.27.98,173.225.124.74,UDP,2970,48722,10,620,2.12,Spam
10.125.238.184,41.209.24.251,UDP,22514,64987,23,1725,3.89,PortScan
10.77.28.254,121.70.167.134,UDP,46633,8870,48,3312,4.83,Benign
192.168.152.25,76.251.191.15,UDP,59983,11216,42,5292,1.66,Spam
10.243.9.137,196.58.170.25,TCP,47836,12442,8,488,2.45,DDoS
10.171.51.155,2.109.151.228,ICMP,0,0,28,2688,3.81,RDP-Bruteforce
10.250.243.48,216.88.191.37,UDP,16840,8128,15,1635,3.6,Benign
172.27.63.51,215.249.92.26,ICMP,0,0,13,845,4.75,PortScan
172.30.139.196,167.9.49.67,UDP,23033,55402,38,4408,0.71,DDoS
172.25.205.218,159.183.89.83,TCP,64104,16948,4,484,4.16,RDP-Bruteforce
172.29.111.104,28.53.186.53,ICMP,0,0,46,4462,2.1,Benign
192.168.158.194,193.61.248.109,TCP,51343,60551,28,3920,4.35,PortScan
172.17.189.5,42.96.3.29,TCP,43126,2809,31,3317,0.66,PortScan
192.168.52.173,195.7.11.122,UDP,62533,46116,12,1044,4.09,HTTP-Flood
192.168.250.177,211.174.199.120,TCP,54510,28174,9,972,3.14,Benign
192.168.185.188,147.62.90.100,TCP,24597,47456,28,3136,0.63,HTTP-Flood
172.16.154.65,162.139.153.99,ICMP,0,0,47,6345,2.12,PortScan
192.168.97.39,200.56.160.205,UDP,5344,44516,4,260,4.79,HTTP-Flood
192.168.107.35,173.110.72.87,TCP,53131,10764,15,1080,4.1,RDP-Bruteforce
192.168.237.41,215.184.55.34,UDP,18201,42773,40,4680,3.37,HTTP-Flood
192.168.68.116,11.199.254.64,UDP,55426,22808,48,5088,3.14,PortScan
10.83.167.175,128.126.177.232,ICMP,0,0,16,2384,2.35,Benign
192.168.198.21,200.76.123.26,UDP,24781,54092,14,1638,2.32,Benign
192.168.186.74,12.218.245.236,TCP,48111,9435,31,3224,0.23,HTTP-Flood
10.59.31.255,223.20.90.196,UDP,59486,37599,45,3285,1.2,Spam
10.64.104.66,219.220.135.52,TCP,22073,43287,13,897,1.27,RDP-Bruteforce
172.23.233.138,208.106.238.78,UDP,31409,49977,33,3102,0.75,DDoS
10.91.69.66,130.88.42.18,UDP,50503,13796,33,3432,0.21,RDP-Bruteforce
192.168.74.219,192.118.236.135,TCP,60109,41454,14,1092,1.07,RDP-Bruteforce
192.168.161.126,32.143.99.42,UDP,23727,16158,11,1386,3.8,PortScan
192.168.94.156,148.233.11.150,ICMP,0,0,40,3720,3.23,DDoS
10.38.56.84,211.234.207.219,ICMP,0,0,47,3431,0.35,SSH-Bruteforce
10.251.180.31,191.13.210.203,ICMP,0,0,3,216,2.44,SSH-Bruteforce
192.168.128.80,90.197.101.222,ICMP,0,0,9,1125,4.17,DDoS
192.168.226.227,107.135.122.153,ICMP,0,0,17,1836,2.62,RDP-Bruteforce
192.168.195.45,188.111.176.140,TCP,48294,39041,6,720,2.54,Spam
10.68.154.208,153.133.52.54,UDP,51111,5512,4,568,4.17,SSH-Bruteforce
172.31.237.72,219.122.177.210,ICMP,0,0,42,4914,2.01,DDoS
172.22.103.99,218.147.204.227,ICMP,0,0,3,444,3.8,HTTP-Flood
192.168.117.18,210.54.46.217,ICMP,0,0,3,237,4.11,DDoS
172.21.132.12,191.214.39.95,TCP,31199,47748,26,2418,3.48,Benign
192.168.193.212,178.158.198.120,ICMP,0,0,30,2610,4.29,Benign
10.106.146.23,163.223.121.117,UDP,2624,57618,32,2080,3.93,PortScan
172.25.175.145,13.92.170.140,UDP,37724,62203,39,2652,4.27,SSH-Bruteforce
192.168.23.78,133.18.220.42,ICMP,0,0,37,3922,0.83,Spam
192.168.45.151,211.79.226.82,UDP,26452,18653,42,3780,4.16,RDP-Bruteforce
10.235.102.29,79.238.36.244,UDP,64339,33546,49,4655,4.29,RDP-Bruteforce
192.168.224.44,106.2.121.196,TCP,47061,44822,29,4321,0.72,SSH-Bruteforce
10.70.147.255,39.97.86.240,TCP,42550,48260,19,1159,1.01,RDP-Bruteforce
192.168.211.212,133.155.11.121,UDP,25783,22664,48,4704,2.99,Benign
172.22.248.154,177.1.96.162,TCP,59994,28836,6,666,0.44,PortScan
192.168.46.120,70.129.244.119,ICMP,0,0,30,3090,3.77,DDoS
192.168.212.6,185.214.164.200,ICMP,0,0,17,2312,4.73,Benign
192.168.224.139,102.7.190.227,ICMP,0,0,23,2001,1.76,RDP-Bruteforce
10.102.7.64,7.189.227.40,TCP,20430,31905,41,5166,2.75,SSH-Bruteforce
10.251.54.145,30.191.253.25,TCP,38108,52843,40,3640,0.02,Benign
192.168.134.121,186.116.93.88,ICMP,0,0,22,1936,2.71,SSH-Bruteforce
192.168.10.255,159.82.127.128,ICMP,0,0,27,2484,3.15,HTTP-Flood
